情感分析结果,评价倾向,商品评论
0.9999999839529279,喜欢,外观很好 原来用的是vivo x20有点薄就是觉得有点恪手 这个厚度正好 手感很不错 屏幕音效也很好看完了lpl春季赛决赛 运行速度跟iPhone8 一样舒服 待机时间很长 拍照效果 跟iPhone8 比差不多 因为自己还有一台索尼xperia xzp 同样是侧面指纹 但是这个neo3的指纹比索尼xzp更实用 准确度更高 还可以指纹支付 我觉得这个价格 很好 性价比 性能 都满足我的需要
0.9938132458175771,喜欢,外形外观：还行
0.9596849709924271,喜欢,屏幕音效：不错
0.7139411860951111,喜欢,拍照效果：过得去
0.9260432291519205,喜欢,运行速度：非常快
0.8113041815893577,喜欢,待机时间：很长
0.8180819098094059,喜欢,其他特色：电池耐用
0.9999753770239033,喜欢,外形外观：时尚，科技，大方
0.9804884506491708,喜欢,屏幕音效：清晰，流畅。分辨率莱斯
0.929108350675373,喜欢,拍照效果：拍照效果很好！
0.8525202237261913,喜欢,运行速度：飞快
0.9998978076193297,喜欢,外形外观：外观很不错玻璃后盖，手感很好
0.9547023268750628,喜欢,屏幕音效：lcd屏幕还可以，长时间看手机比led更使眼镜舒服点，双扬声器，听音乐，也可以，一个2600多的865 5g手机可以够用。
0.9370021860731326,喜欢,相机没那么要求，生活够用。专业人士请用数码相机。
0.91970485524496,喜欢,运行速度：运行速度还可以，6+128够用。不多开软件。
0.9982084457613429,喜欢,外形外观：背面很喜欢，上半身可以当镜子使用
0.9623887654831083,喜欢,屏幕音效：双喇叭音效非常好
0.9467279689670597,喜欢,拍照效果：影相人像特别好看
0.7983635872837638,喜欢,运行速度：高通骁龙865确实不一样
0.7767185069121703,喜欢,待机时间：暂时没有测试
0.9973721972313744,喜欢,其他特色：非常喜欢，期待很久，性价比高
0.9999509368160409,喜欢,刚刚到货的iQOO Neo3外形优美，正面分辨率高，打游戏发应速度快音质良好非常喜欢，侧面实体指纹解锁非常快，背部摄像头拍照非常清晰。在核心配置上，vivo iQOO Neo3发搭载骁龙865移动平台，内置6/8/12GB LPDDR4X内存以及128/256GB UFS 3.1闪存，电池容量4500mAh，支持44W Super FlashCharge超快闪充。
0.9093724817929829,喜欢,运行速度：很快，配上144赫兹刷新率很舒服。
0.9997371691404959,喜欢,手机我很喜欢，打和平精英游戏发热正常，还可以接受。屏幕素质也很好，反正看起来很舒服。配上高刷更流畅。
0.9492127143953701,喜欢,音质的话内放比外放更好，总的来说用来打游戏绝对体验很好！
0.999974610680531,喜欢,外形外观：蓝色超好看，手机盒很个性，很适合年轻人使用
0.35793463528103864,不喜欢,拍照效果：自带美颜都不用下载软件了
0.9750175477447084,喜欢,运行速度：之前用的苹果，自认为速度差不多
0.9978091743154901,喜欢,其他特色：手机开盒前已经贴了膜，很贴心
0.9997140471846887,喜欢,外形外观：手感很舒服，手机也很酷
0.99727428882989,喜欢,屏幕音效：双耳立体音，音效杠杠的，也挺大
0.07692064633938889,不喜欢,拍照效果：说是差，但是我试了一下完全没问题，给我用完全够了，比原来的好多了
0.9565382130655387,喜欢,待机时间：尚未测评
0.9987256786182636,喜欢,运行速度：安兔兔想跑分说是不支持安卓10
0.9752953545765914,喜欢,目前体验来说很不错的
0.02050918518475997,不喜欢,"手机的等待是一种煎熬，5月2日，手机终于到了。拿到手，首先到客服把旧机的文件倒入新机。手机的厚度有点儿。大。但是手感还可以。手机的速度就不用说了，非常快。屏幕的清晰度还有。非常好用的。辅助。程序。以前用的是。vivoX6s,使用了5年,所以这次又选的。这个手机。"
0.999997728869984,喜欢,外形外观：大方得体，包装精美绝伦、新颖独特、很期待开箱验货的第一面！
0.7176958708787526,喜欢,屏幕音效：尺寸刚刚好，相信王者起来再也不会因为卡顿和队友去解释了！
0.9941222313938824,喜欢,拍照效果：开机第一件事就是看了相机，一级棒??，没得说，游戏拍照不耽误，完美的二合一！
0.8232383868272005,喜欢,运行速度：安装软件的速度，不能用快形容，想象一下还有什么词，那就一定是属于这个手机的！
0.009907181557506806,不喜欢,待机时间：实话实说，早晨收到货，因为上班没时间换机，一直到下班才弄，一整天从39掉到37，很满意?！
0.9990637910390933,喜欢,其他特色：还没开始王者荣耀，先来评价一下，用后再来追评！整体感觉非常棒！相信这是一次完美的购物体验！
0.9997891683618909,喜欢,青空蓝很好看，也不非主流，屏幕刷新率感知很强，外观看起来不错，系统确实还需要摸索，发货很晚，第一批买的，6+128感觉还是很值的。
0.9999746465314592,喜欢,"半年前升级了5g套餐,但一直没看到合适的手机,这款neo 3刚好可以试试水..物流很快当天就收到了. 刚开始用感觉不错,比较轻巧,我个人是比较喜欢lcd屏幕,眼睛不累.很多细节,包括包装上的细节需要提升."
0.9999999979120784,喜欢,不错，挺流畅的，体验效果好，八g的比六g的流畅多了，建议买大内存的。看电视电影音效好，比单扬声器的爽，上手用了一段时间，很快就用顺手了。
0.9962339770653272,喜欢,选了很多机器，这个新出的机器也留意了几天，最终还是选择了neo3，配置没得说，颜值也高，收到后孩子很喜欢。多了不说，先上几张图大家看看。
0.9901753325828062,喜欢,一直都用vivo的手机都习惯了，这款用着还是很顺手，外观看着高端大度，系统流利没有卡顿现象，拍照还不错我对拍照也没太多要求，待机还可以反正大屏的这能手机都这样，听歌神舒服，还送了耳机和保护壳又省钱了，总体来说很满意！
0.9982228137848705,喜欢,外形外观：漂亮
0.1920455979506731,不喜欢,屏幕音效：声音够大没杂音破音
0.8872751623376707,喜欢,拍照效果：清晰
0.9728379468210535,喜欢,运行速度：很快
0.8050977963147586,喜欢,待机时间：满意
0.919114217239051,喜欢,其他特色：手感好
0.9993898088859391,喜欢,外形外观：直面屏还是不错的，顺滑，自带贴膜
0.9781264061922037,喜欢,屏幕音效：音效好，双扬声器，声音响亮
0.9575366870523028,喜欢,拍照效果：基本够用，满足日常使用
0.8694462147713682,喜欢,运行速度：快，特别下载和安装软件贼快
0.7831229944436549,喜欢,待机时间：充电快，待机久
0.9968216272013778,喜欢,外形外观：很漂亮，手机带上套就有点厚了
0.9923437493198586,喜欢,屏幕音效：屏幕有点长，音效感很好
0.8289802216276424,喜欢,拍照效果：挺好的，一般不用，扫码能用就行
0.9776525945591857,喜欢,运行速度：这个没的说，快，爽，非常满意
0.8409635237809138,喜欢,待机时间：这个也是亮点，非常满意
0.9823058564250601,喜欢,其他特色：性价比高的手机
0.9999997361728482,喜欢,外形外观：外观设计精致，非常喜欢这款夜幕黑的配色，在黑色与蓝色的碰撞下，整个机身散发出一种深邃神秘的感觉。
0.9999954073294033,喜欢,屏幕音效：6.57英寸极点全面屏，支持144赫兹超高刷新率，还可以根据实际使用场景只能切换，非常稳定流畅，字体图片显示非常清晰，动态显示效果非常好。上下立体双扬，放一首3D环绕效果非常好。
0.9872065367529184,喜欢,拍照效果：特别喜欢它的超广角镜头，对比我的iPhone拍摄的画面更宽广，在狭小的空间比如车内拍照更方便
0.9994978551209434,喜欢,运行速度：865的旗舰处理器加上UFS3.1超快闪存，让它的性能表显相当强悍，不管是切换应用速度还是手机相应速度都非常迅速，没有卡顿的情况出现。
0.9999786679637709,喜欢,待机时间：我昨天百分之46的电，大概冲了十来分钟一下到百分之八十三，然后今天下午还有百分之39，还是一直给我的iPhone开着热点的情况下哦，不愧是4500毫安大电池和44w超快闪充组合，用得久充的也相当快
0.939909184412733,喜欢,为了高刷，lcd，865，耳机孔来的，到手质感不错，再看旧手机没高刷真的回不去了，lcd永不为奴，还是很值得的，而且还有免息，简直了，爱了爱了
0.9999999999219109,喜欢,宝贝已收到，5g手机换了好几个了，各种品牌各种型号，都挺好的，最后选的neo3，综合各方面考虑，都挺不错的，最主要的还是看重性价比，个人觉得现阶段这款手机还是非常有优势的！对于大家关注的高刷屏幕，确实流畅度要好，用了就爱不释手(?&deg;з&deg;)-?！提示一下，这款手机挺考个人喜好的，一个是单挖孔屏，一个是下巴略微有点大，还是比较美观的，喜欢的朋友抓紧入手吧，5g时代已经到来了！！！
0.9999870888527319,喜欢,物流很快，隔一天就到了。配置真的顶，很强，下载速度很快。屏幕也很清晰，拍照也过得去。运行速度很快！
0.999322584424241,喜欢,外形外观：外观亮丽，自带钢化膜，软壳套。
0.9980721235720789,喜欢,运行速度：还没来得急运行游戏，滑动屏幕觉得很畅快。有水润的感觉。
0.9904242560587221,喜欢,拍照效果：看着就比我的老手机清晰多了。感觉现实感非常强。
0.9981334618849736,喜欢,其他特色：手机入手感觉很厚重，一会听听音乐，有HI-FI认证的效果如何。
0.841412986498006,喜欢,屏幕音效：全面屏幕，手势操作，屏幕和老手机比竖长了不少。
0.32994679253252346,不喜欢,待机时间：运行时间还没来的及测，不过电源很厚重，比用过的电源都沉。
0.9982228137848705,喜欢,外形外观：漂亮
0.9313341475953915,喜欢,屏幕音效：很好
0.8872751623376707,喜欢,拍照效果：比较清晰
0.9728379468210535,喜欢,运行速度：很快
0.9720784334083884,喜欢,其他特色：已关注好久了，很人性化能够分期付款，物流也很快，上午给尾款，下午就到，这就是选择京东自营产品的好处
0.9392268077080185,喜欢,待机时间：正在测试中
0.9999999867124727,喜欢,收到手机，手感不错，外观很满意，屏幕手感也很好，拿在手上也很高大尚，拍照效果棒棒的，没有白等哦，值得购买，开机速度很快
0.9999973515068342,喜欢,外观很好看，144的屏幕看着很舒服，运行速度和安装软件速度都很快哦，很喜欢这个手机，24期免息太划算了
0.0012488854290948481,不喜欢,4月30号 6G版本太过抢手 8G版本尽然还有现货 当晚下单 五一上午就送到了 屏幕很艳丽 WiFi6 的联网速度没得说 下应用能把宽带跑满 以后再追评吧
0.9999917424252622,喜欢,拍照对焦快，照相，拍摄清晰度高。系统运行速度快，流畅！性价比高，双扬声器，声音大。电池够大，一天无忧！京东物流迅速，高通骁龙处理器865确实不错！好！好！好！
0.9998977125062306,喜欢,外形外观：被惊艳到了，不错不错
0.672220801719286,喜欢,屏幕音效：双扬声器用了听筒那一个，感觉尚可吧
0.5176451129354489,一般,拍照效果：这个够用，不能要求太多
0.8168765744791392,喜欢,运行速度：865，杠杠的
0.8748592878087276,喜欢,待机时间：后续追加
0.9136793002208979,喜欢,其他特色：很香，一直用的华为，质量还行，mate9用了3年半了，现在华为真的是太贵了，一个手机不至于，3K的价格就差不多，没必要太多追求，第一次用这品牌，希望给力
0.999975951823415,喜欢,外形外观：漂亮，大方，颜色好看
0.9903919165972108,喜欢,屏幕音效：音效很好，双扬声器，听起来很舒服
0.9233311634758482,喜欢,拍照效果：拍照够用，颜色准确
0.8678859389989273,喜欢,运行速度：杠杠的，飞快，根本不用等
0.7856721610853832,喜欢,待机时间：大电池，续航久
0.9991071265886108,喜欢,外形外观：漂亮颜色我喜欢
0.9213818358730674,喜欢,屏幕音效：影院效果
0.9927038681808714,喜欢,拍照效果：清晰非常棒
0.985187105427784,喜欢,运行速度：865真没说的，速度快
0.5152927802551235,一般,待机时间：正常用一天
0.9992280851478437,喜欢,其他特色：这个配置，这个价位，值得入手
0.9999403389388226,喜欢,外形外观：简约大方，手感非常好，就像一块玉在手里，非常水润，拿起来就不想放下。
0.9988690645066965,喜欢,屏幕音效：立体双扬声器，音量够大且清晰，感受极致效果。
0.8922019043019989,喜欢,拍照效果：这方面没有过高要求，够用同档次没有对手。
0.9998176183459304,喜欢,运行速度：玩王者荣耀特效全开，流畅无卡顿游戏想输很难。
0.9739805435777764,喜欢,待机时间：续航能力非常满意。
0.9734211717257518,喜欢,其他特色：最重要的来了就是HIFI，独立音乐芯片，效果不是一般手机能比的，配合原装耳机效果更好。
0.9079976806890883,喜欢,拍照效果：很不错，虽然说三星GM1，但是被vivo调教的很好，具体效果在IMX363到IMX582左右
0.9999887582524972,喜欢,外形外观：外观很漂亮，渐变玻璃机身很舒服
0.004821570682451259,不喜欢,待机时间：充电贼快，电量大，建议一直开144HZ，不差这点电
0.9835526239540939,喜欢,运行速度：很快很快，骁龙865不是开玩笑的
0.9815379327420032,喜欢,屏幕音效：屏幕还可以，没有拖影，音效也很好
0.9977898765516428,喜欢,外形外观：手感好，背面很好看，下巴完全不影响
0.914642726838643,喜欢,屏幕音效：声音很大，双喇叭很好
0.8446199216101172,喜欢,拍照效果：拍照完全够用
0.9992848815153895,喜欢,运行速度：速度很快，不卡顿，和我的苹果没有差距
0.8197874651916408,喜欢,待机时间：百分30电玩了一天
0.7275011785947885,喜欢,其他特色：系统操作比苹果方便啊
0.9989622480670373,喜欢,除了下巴稍大，其他完美！挖孔屏完爆什么刘海屏美人尖n条街！摄像头布局也不是那些浴霸奥利奥可比
0.908261180558182,喜欢,屏幕音效：LCD屏幕对于我这种天天看手机到下半夜的人来说就是刚需，满意
0.9467987580716584,喜欢,拍照效果：平时几乎不拍照，所以对于各大旗舰所谓的各种拍照功能完全免疫
0.7805041157328863,喜欢,运行速度：各种软件几乎秒开，特别是安装新软件的时候，速度吓死人！
0.9606140720754001,喜欢,待机时间：刚刚入手还没来得及体验，追评添加
0.999998316295603,喜欢,其他特色：外观骚气配置强大性价比绝高，今年目前为止所有手机首选没有之一！
0.9999995287157092,喜欢,买手机是冲着游戏体验去的，没想到手机颜值也是杠杠滴。vivo的音乐?音质做的真不错。不愧是音乐设备出生。vivo的子品牌iQOO真是棒棒??哒
0.9996771853792845,喜欢,外形外观：大小正好合适，外观无噪点
0.9804631457995708,喜欢,屏幕音效：屏幕显示效果很清晰，双扬声器外放，声音大而且清晰，完美！
0.9973331612783799,喜欢,拍照效果：拍照满足日常使用，拍出来的照片很好看，大赞?
0.9996653539516834,喜欢,运行速度：很快很快，不愧旗舰处理器，加上屏幕高刷新率，快到爆炸！
0.5199717518248818,一般,待机时间：中午充满电用到晚上还有50%的电，不错
0.975032096393984,喜欢,其他特色：很水桶的一个手机，值得购买！！性价比高
0.9876861833664324,喜欢,外形外观：外观是玻璃材质，后壳是玻璃，前面是一个打孔瓶，拼占比非常高
0.9865759904043404,喜欢,屏幕音效：屏幕很流畅，可以切换赫兹，应用基本是秒开
0.9829111061298897,喜欢,拍照效果：拍照也很好，比想象中的要好，没有那么次，属于中上级的相机吧！
0.9983524525966515,喜欢,运行速度：运行速度非常快，浏览网页基本是不卡
0.7621920648292754,喜欢,待机时间：待机时间目前还不知道，要进行一个体验
0.9822292658932692,喜欢,其他特色：有很多功能，目前还在研究
0.9999354078587328,喜欢,手机质感不错，系统流畅，屏幕刷新率高，双扬声器效果不错，电池在测试中，拍照也还可以，总体非常不错，送货也非常快
0.9998632732578931,喜欢,第一次用iqoo手机感觉棒极了，青空蓝这个颜色非常漂亮，手机速度非常快，高刷屏用过就回不去，希望iqoo越来越好！
0.9999960240098161,喜欢,手机握感很好  出乎预料  屏幕够大  很流畅  摄像头也很不错 没有说的那样不好      比小米8摄像头好多了 双扬声器很棒  听歌游戏嗷嗷的   五星好评
0.9992780815379962,喜欢,非常不错哟  特别奈斯，买来自己用，然后就是感觉包装挺好看，还不来得及拆开来看，回家拆开了之后使用一段时间再来追评，反正感觉挺不错的，还有一点是客服小姐姐非常的耐心，为客服小姐姐打call，非常非常的??，还有就是物流也超级快，第二天就到了，非常不错哟！欢迎大家购买。良心推荐哦！
0.3413839500829414,不喜欢,这个价格、这个配置、加上免息分期真的香啊！
0.9520772249933144,喜欢,高刷LCD屏，流畅，不怕烧屏。
0.9925726878196582,喜欢,系统简洁，很快就适应了，运行响应快，不拖沓。
0.30392656576366384,不喜欢,发热在范围内，边充电边玩游戏都不烫手，满意。
0.942937802078385,喜欢,拍照对我来说完全够用。双声道，立体声，我喜欢。
0.9999999978522025,喜欢,第一次使用iqoo的手机，手机给我的第一感觉就是简洁，清空蓝很好看，是我喜欢的颜色，后面的4800万三摄对于现在来说日常使用足够了，对拍照要求不高的人是够用的，虽然说是lcd屏幕，但是144hz加上865处理器可以说系统是无比丝滑的，之前60hz的手机无法跟他相比，性能不用说，现在的顶级处理器，打开软件玩游戏都是非常快，一点压力也没有，44w的快充真是快，不用一个小时就可以充满手机，非常给力，可以说这个价格可以买到这款手机是真香！
0.9999999954324361,喜欢,手机刚收到就开箱了，果然名不虚传，屏幕清晰，显示锐利，高刷真是游戏党的福音，系统也很好看，配置拉满，性能顶级，流畅的一直想滑来滑去。iqoo手机的定位明确，就是想做一部网友想要的手机，这种态度很值得表扬，你想要的性能屏幕高刷音质都给你了，还想要什么自行车，闭着眼睛买就是了。
